temp_dia_1,temp_dia_2,temp_dia_3,ropa,fecha
9,2,10,abrigada,2023-09-30
17,17,21,normal,2023-10-01
16,24,25,normal,2023-10-02
1,9,1,abrigada,2023-10-03
12,6,0,abrigada,2023-10-04
26,17,16,normal,2023-10-05
0,5,0,abrigada,2023-10-06
19,22,26,normal,2023-10-07
7,13,12,abrigada,2023-10-08
9,5,3,abrigada,2023-10-09
7,14,11,abrigada,2023-10-10
31,39,36,verano,2023-10-11
21,25,18,normal,2023-10-12
26,26,23,normal,2023-10-13
28,27,16,normal,2023-10-14
3,3,1,abrigada,2023-10-15
10,14,10,abrigada,2023-10-16
39,37,40,verano,2023-10-17
15,1,0,abrigada,2023-10-18
26,28,24,normal,2023-10-19
39,40,32,verano,2023-10-20
38,39,35,verano,2023-10-21
5,1,5,abrigada,2023-10-22
16,24,16,normal,2023-10-23
34,33,31,verano,2023-10-24
3,6,1,abrigada,2023-10-25
10,0,12,abrigada,2023-10-26
20,28,23,normal,2023-10-27
12,2,8,abrigada,2023-10-28
36,31,33,verano,2023-10-29
11,1,6,abrigada,2023-10-30
31,39,34,verano,2023-10-31
2,7,8,abrigada,2023-11-01
23,29,16,normal,2023-11-02
7,7,11,abrigada,2023-11-03
35,33,35,verano,2023-11-04
3,10,2,abrigada,2023-11-05
9,11,8,abrigada,2023-11-06
28,18,27,normal,2023-11-07
3,0,14,abrigada,2023-11-08
36,38,37,verano,2023-11-09
35,39,34,verano,2023-11-10
37,33,35,verano,2023-11-11
20,27,27,normal,2023-11-12
3,9,15,abrigada,2023-11-13
21,23,27,normal,2023-11-14
25,26,24,normal,2023-11-15
23,21,24,normal,2023-11-16
7,15,15,abrigada,2023-11-17
38,39,40,verano,2023-11-18
6,1,6,abrigada,2023-11-19
27,27,16,normal,2023-11-20
5,1,14,abrigada,2023-11-21
24,28,23,normal,2023-11-22
25,28,27,normal,2023-11-23
16,26,16,normal,2023-11-24
5,3,2,abrigada,2023-11-25
12,7,11,abrigada,2023-11-26
22,26,24,normal,2023-11-27
16,17,16,normal,2023-11-28
28,16,27,normal,2023-11-29
23,17,28,normal,2023-11-30
24,29,23,normal,2023-12-01
2,7,10,abrigada,2023-12-02
7,12,6,abrigada,2023-12-03
12,3,9,abrigada,2023-12-04
12,7,9,abrigada,2023-12-05
26,16,23,normal,2023-12-06
30,38,40,verano,2023-12-07
4,9,13,abrigada,2023-12-08
17,23,21,normal,2023-12-09
15,5,0,abrigada,2023-12-10
23,18,29,normal,2023-12-11
0,11,8,abrigada,2023-12-12
30,34,30,verano,2023-12-13
7,8,15,abrigada,2023-12-14
38,34,34,verano,2023-12-15
13,2,3,abrigada,2023-12-16
14,6,2,abrigada,2023-12-17
25,26,24,normal,2023-12-18
22,16,20,normal,2023-12-19
9,7,13,abrigada,2023-12-20
24,29,29,normal,2023-12-21
8,1,13,abrigada,2023-12-22
2,9,1,abrigada,2023-12-23
39,32,34,verano,2023-12-24
20,20,16,normal,2023-12-25
0,15,12,abrigada,2023-12-26
32,34,35,verano,2023-12-27
40,34,32,verano,2023-12-28
11,11,6,abrigada,2023-12-29
32,35,35,verano,2023-12-30
13,14,0,abrigada,2023-12-31
